"reference_no","record_type","publication_type","reftitle","pubyr","author1init","author1last","author2init","author2last","otherauthors","editors","refabbr","pubtitle","pubabbr","r_journal","r_booktitle","r_school","publisher","pubcity","pubvol","pubno","firstpage","lastpage","language","doi","ref_type"
80789,"ref","journal article","Systematic descriptions, in Lignified woods of Pinus (Pinaceae) from the late Miocene of central Yunnan, China, and their biogeographic and paleoclimatic implications",2017,"H. B.","Wang","A. A.","Oskolski","Z. K. Zhou","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"26","3","553","565","English","10.1016/j.palwor.2016.06.003","auth,class"
54932,"ref","journal article","A reconstruction of the Fossil Salvinia from the Eocene of Hainan Island, South China",2014,"L.","Wang","Q. Q.","Xu","J. H. Jin","",NA,"",NA,NA,NA,NA,NA,NA,"203","","12","21","English","10.1016/j.revpalbo.2013.12.005","auth,class"
80419,"ref","journal article","Systematic descriptions, in The earliest fossil bamboos of China (middle Miocene, Yunnan) and their biogeographical importance",2013,"L.","Wang","Z. K.","Zhou","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"197","","253","265","English","10.1016/j.revpalbo.2013.06.004","auth,class"
83597,"ref","journal article","Fruits of Koelreuteria (Sapindaceae) from the Cenozoic throughout the northern hemisphere: their ecological, evolutionary, and biogeographic implications",2013,"Q.","Wang","S. R.","Manchester","H. J. Gregor, S. Shen, Z. Y. Li","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"100","2","422","449","English","10.3732/ajb.1200415","auth,class"
80422,"ref","journal article","Systematic descriptions, in Bamboo leaf and pollen fossils from the late Miocene of eastern Zhejiang, China and their phytogeological significance",2014,"Q. J.","Wang","B. N.","Sun","","",NA,"Acta Geologica Sinica",NA,NA,NA,NA,NA,NA,"88","4","1066","1083","English","10.1111/1755-6724.12274","auth,class"
84191,"ref","journal article","Microstructure and significance of cordaitean reproductive organs from the lower Permian of Gansu, Northwest China",2018,"Z.","Wang","B.","Sun","F. Sun, C. Xiong Y. Chen, X. Wang","",NA,"Journal of Asian Earth Sciences",NA,NA,NA,NA,NA,NA,"58","1","49","64","English","10.1016/j.jseaes.2018.02.016","class"
80364,"ref","journal article","Systematic descriptions, in New fossil leaves and fruits of Lauraceae from the Middle Miocene of Fujian, southeastern China differentiated using a cluster analysis",2019,"Z. X.","Wang","B. N.","Sun","","",NA,"Historical Biology",NA,NA,NA,NA,NA,NA,"31","5","581","599","English","10.1080/08912963.2017.1379517","auth,class"
80373,"ref","journal article","Systematic descriptions, in A new Cercis (Leguminosae) from the middle Miocene of Fujian, China",2022,"Z. X.","Wang","B. N.","Sun","","",NA,"Historical Biology",NA,NA,NA,NA,NA,NA,"34","1","94","101","English","10.1080/08912963.2021.1900170","auth,class"
35368,"ref","journal article","Some Lower Creataceous conifers of the Cheirolepidiaceae from the U.S.A. and England",1977,"J.","Watson","","","","",NA,"Palaeontology",NA,NA,NA,NA,NA,NA,"20","4","715","749","English","","auth,class"
6789,"ref","serial monograph","Bennettitales of the English Wealden",1992,"J.","Watson","C. A.","Sincock","","",NA,"The Palaeontographical Society",NA,NA,NA,NA,NA,NA,"145","588","1","228","","","auth,class"
54587,"ref","journal article","Fossil Imbricate-leaved Podocarpaceae from Tertiary Sediments in Tasmania",1989,"P. M.","Wells","R. S.","Hill","","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"2","4","387","423","English","10.1071/SB9890387 ","auth,class"
80791,"ref","journal article","Two species of fern macrofossil from the late Miocene of Lincang, Yunnan, China and their paleoecological implications",2013,"W. W.","Wen","S. P.","Xie","K. N. Liu, B. N. Sun, L. Wang, H. Li, K. Q. Dao","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"22","03-Apr","144","152","English","10.1016/j.palwor.2013.06.004","auth,class"
54697,"ref","journal article","Late Palaeocene Cupressaceae Macrofossils at Lake Bungarby, New South Wales",1999,"S. S.","Whang","R. S.","Hill","","",NA,"Australian Systematic Botany",NA,NA,NA,NA,NA,NA,"12","2","241","254","English","10.1071/SB98005 ","auth"
69199,"ref","journal article","Surprisingly modern Latest Cretaceous - earliest Paleocene woods of India\r\n",2017,"E. A.","Wheeler","R.","Srivastava","S. R. Manchester, P. Baas","",NA,"International Association of Wood Anatomists",NA,NA,NA,NA,NA,NA,"38","4","456","542","English","10.1163/22941932-2017174","auth,class"
18176,"ref","serial monograph","Die Fauna des marinen Miozäns von Kevelaer (Niederrhein). Band 1 Foraminiferen, Anthozoen.",1997,"G.","Wienrich","","","","",NA,"Backhuys Publishers, Leiden",NA,NA,NA,NA,NA,NA,"1","","1","187","German","","auth,class"
25284,"ref","serial monograph","Die Fauna des marinen Miozäns von Kevelaer (Niederrhein). Band 4 Gastropoda ab Mitridae",2007,"G.","Wienrich","R.","Janssen","","",NA,"Backhuys Publishers BV Leiden",NA,NA,NA,NA,NA,NA,"4","","643","954","German","","auth,class"
76149,"ref","book","Primitiae florae Holsaticae",1780,"F. H.","Wiggers","","","","",NA,"",NA,NA,NA,NA,NA,NA,"","","","","other","","auth"
42149,"ref","serial monograph","Pennsylvanian-Permian Fusulinaceans of the Big Hatchet Mountains, New Mexico",2006,"G. L.","Wilde","","","","",NA,"New Mexico Museum of Natural History and Science Bulletin",NA,NA,NA,NA,NA,NA,"38","","1","331","English","","auth,class"
87948,"ref","journal article","The first Gondwanan Euphorbiaceae fossils reset the biogeographic history of the Macaranga‐Mallotus clade",2023,"P.","Wilf","A.","Iglesias","M. A. Gandolfo","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"110","5","1","20","English","10.1002/ajb2.16169","auth,class"
74843,"ref","book","On the recent Foraminifera of Great Britain",1858,"W. C.","Williamson","","","","",NA,"The Ray Society",NA,NA,NA,NA,NA,NA,"","","1","107","English","","auth"
6740,"ref","journal article","Permian plant microfossils from the Flowerpot Formation, Greer County, Oklahoma",1962,"L. R.","Wilson","","","","",NA,"Oklahoma Geological Survey",NA,NA,NA,NA,NA,NA,"49","","","","","","auth"
83414,"ref","journal article","Taxonomy, phylogeny, and paleoecology of Eoseira wilsonii gen. et sp. nov., a Middle Eocene diatom (Bacillariophyceae: Aulacoseiraceae) from lake sediments at Horsefly, British Columbia, Canada",2005,"A. P.","Wolfe","M. B.","Edlund","","",NA,"Canadian Journal of Earth Sciences",NA,NA,NA,NA,NA,NA,"42","2","243","257","English","10.1139/e04-051","auth,class"
80176,"ref","journal article","Systematics, phylogeny, and distribution of Acer (maples) in the Cenozoic of western North America",1987,"J. A.","Wolfe","T.","Tanai","","",NA,"Journal of the Faculty of Science, Hokkaido University. Series 4, Geology and Mineralogy",NA,NA,NA,NA,NA,NA,"22","1","1","246","English","","auth,class"
4170,"ref","journal article","Middle Eocene Dicotyledonous Plants from Republic, Northeastern Washington",1987,"J. A.","Wolfe","W.","Wehr","","",NA,"United States Geological Survey Bulletin",NA,NA,NA,NA,NA,NA,"1597","","1","25+","English","10.3133/b1597","auth,class"
87597,"ref","journal article","The Proposed New Radiolarian Subfamily Retentactiniinae (Entactiniidae) from the Late Devonian (Frasnian) Gogo Formation, Australia",1997,"M.-Z.","Won","","","","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"43","4","371","418","English","10.2307/1485931","auth,class"
87603,"ref","journal article","Review of family Entactiniidae (Radiolaria), and taxonomy and morphology of Entactiniidae in the late Devonian (Frasnian) Gogo formation, Australia",1997,"M.-Z.","Won","","","","",NA,"Micropaleontology",NA,NA,NA,NA,NA,NA,"43","4","333","369","English","10.2307/1485930","auth,class"
87936,"ref","journal article","Late Tremadocian radiolarian faunas and biostratigraphy of the Cow Head Group, Western Newfoundland, Canada",2007,"M.-Z.","Won","W. J.","Iams","K. M. Reed","",NA,"Journal of the Korean Earth Science Society",NA,NA,NA,NA,NA,NA,"28","4","497","540","English","10.5467/JKESS.2007.28.4.497","auth,class"
80794,"ref","journal article","Systematic descriptions, in Dimorphic fronds and in situ spores of Drynaria (Polypodiaceae) from the upper Pliocene of Southwest China",2012,"J. Y.","Wu","B. N.","Sun","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"172","","1","9","English","10.1016/j.revpalbo.2012.01.007","auth,class"
80335,"ref","journal article","Systematic descriptions, in A new species of Rhodoleia (Hamamelidaceae) from the Upper Pliocene of West Yunnan, China and comments on phytogeography and insect herbivory",2015,"J.-Y.","Wu","B.-N.","Sun","","",NA,"Acta Geologica Sinica",NA,NA,NA,NA,NA,NA,"89","5","1440","1452","English","10.1111/1755-6724.12556","auth,class"
13635,"ref","book/book chapter","",1991,"Y. S.","Wu","","","","",NA,"Organisms and Communities of Permian Reef of Xiangbo, China",NA,NA,NA,NA,NA,NA,"","","1","192","English","","auth,class"
80367,"ref","journal article","Citrus linczangensis sp. n., a leaf fossil of Rutaceae from the Late Miocene of Yunnan, China",2013,"S. P.","Xie","S. R.","Manchester","K. N. Liu, Y. F. Wang, B. N. Sun","",NA,"International Journal of Plant Sciences",NA,NA,NA,NA,NA,NA,"174","8","1201","1207","English","10.1086/671796","auth,class"
80795,"ref","journal article","Systematic descriptions, in Firmiana (Malvaceae: Sterculioideae) fruits from the Upper Miocene of Yunnan, Southwest China",2014,"S. P.","Xie","S. R.","Manchester","","",NA,"Geobios",NA,NA,NA,NA,NA,NA,"47","4","271","279","English","10.1016/j.geobios.2014.03.005","auth,class"
80796,"ref","journal article","Systematic descriptions, in Numerical taxonomy of Palaeocarya (Juglandaceae) from the Mangbang Formation of West Yunnan, China",2010,"S. P.","Xie","B. N.","Sun","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"162","2","193","202","English","10.1016/j.revpalbo.2010.07.001","auth,class"
80797,"ref","journal article","Systematic descriptions, in Pinus prekesiya sp. nov. from the upper Miocene of Yunnan, southwestern China and its biogeographical implications",2010,"Y. W.","Xing","Y. S.","Liu","Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"160","01-Feb","1","9","English","10.1016/j.revpalbo.2009.12.008","auth,class"
80384,"ref","journal article","Systematic descriptions, in A new Quercus species from the upper Miocene of southwestern China and its ecological significance",2013,"Y. W.","Xing","Z. K.","Zhou","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"193","","99","109","English","10.1016/j.revpalbo.2013.02.001","auth,class"
80798,"ref","journal article","Systematic descriptions, in A new Tsuga species from the upper Miocene of Yunnan, southwestern China and its palaeogeographic significance",2013,"Y. W.","Xing","Z. K.","Zhou","","",NA,"Palaeoworld",NA,NA,NA,NA,NA,NA,"22","03-Apr","159","167","English","10.1016/j.palwor.2013.09.003","auth,class"
80569,"ref","journal article","Systematic descriptions, in The first fossil record of ring-cupped oak (Quercus L. subgenus Cyclobalanopsis (Oersted) Schneider) in Tibet and its paleoenvironmental implications",2016,"H.","Xu","T.","Su","Z. K. Zhou","",NA,"Palaeogeography, Palaeoclimatology, Palaeoecology",NA,NA,NA,NA,NA,NA,"442","","61","71","English","10.1016/j.palaeo.2015.11.014","auth,class"
80799,"ref","journal article","Systematic descriptions, in Eocene Podocarpium (Leguminosae) from South China and its biogeographic implications",2015,"Q. Q.","Xu","J. H.","Jin","","",NA,"Frontiers in Plant Science",NA,NA,NA,NA,NA,NA,"6","","938","","English","10.3389/fpls.2015.00938","auth,class"
42989,"ref","journal article","On a Fusulina-Limestone with Helicoprion in Japan",1903,"H.","Yabe","","","","",NA,"The Geological Society of Japan",NA,NA,NA,NA,NA,NA,"10","","1","13","English","","auth"
83961,"ref","journal article","Protomelission is an early dasyclad alga and not a Cambrian bryozoan",2023,"J.","Yang","T.","Lan","X.G. Zhang, M.R. Smith","",NA,"Nature",NA,NA,NA,NA,NA,NA,"615","","468","471","English","10.1038/s41586-023-05775-5","class"
32609,"ref","journal article","Studies of Radiolaria from the Fields Creek Formation, east-central Oregon, USA",1989,"K. Y.","Yeh","","","","",NA,"Bulletin of the National Museum of Natural Science",NA,NA,NA,NA,NA,NA,"1","","43","109","English","","auth,class"
54415,"ref","journal article","Miocene algae and spores from Tierra del Fuego, Argentina",2004,"M. C.","Zamaloa","","","","",NA,"Alcheringa",NA,NA,NA,NA,NA,NA,"28","1","205","227","English","10.1080/03115510408619282","auth,class"
76539,"ref","book","Les megapores du Bassin Houiller Polonais",1934,"J.","Zerndt","","","","",NA,"Premiere partie: L'Académie Polonaise des Science, Trav. geol",NA,NA,NA,NA,NA,NA,"1","","","","English","","auth"
80383,"ref","journal article","Systematic descriptions, in Sequoia maguanensis, a new Miocene relative of the coast redwood, Sequoia sempervirens, from China: Implications for paleogeography and paleoclimate",2015,"J. W.","Zhang","Z. K.","Zhou","","",NA,"American Journal of Botany",NA,NA,NA,NA,NA,NA,"102","1","103","118","English","10.3732/ajb.1400347","auth,class"
80381,"ref","journal article","The occurrence of Pinus massoniana Lambert (Pinaceae) from the upper Miocene of Yunnan, SW China and its implications for paleogeography and paleoclimate",2015,"J.-W.","Zhang","A.","D'Rozario","J. M. Adams, X.-Q. Liang, F. M. B. Jacques, T. Su, Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"215","","57","67","English","10.1016/j.revpalbo.2014.11.006","auth,class"
80382,"ref","journal article","Calocedrus shengxianensis, a late Miocene relative of C. macrolepis (Cupressaceae) from South China: Implications for paleoclimate and evolution of the genus",2015,"J.-W.","Zhang","J.","Huang","A. D'Rozario, J. M. Adams, Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"222","","1","15","English","10.1016/j.revpalbo.2015.07.004","auth,class"
42043,"ref","book/book chapter","Fusulinids from the eastern Qinghai-Xizang plateau",1982,"L. X.","Zhang","","","","",NA,"Stratigraphy and Palaeontology in Western Sichuan and Eastern Tibet",NA,NA,NA,NA,NA,NA,"","","119","244","Chinese","","auth,class"
80385,"ref","journal article","Systematic descriptions, in Miocene Ulmus fossil fruits from Southwest China and their evolutionary and biogeographic implications",2018,"Q. Y.","Zhang","Y. W.","Xing","","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"259","","198","206","English","10.1016/j.revpalbo.2018.10.007","auth,class"
80567,"ref","journal article","Systematic descriptions, in Fossil leaves of Berhamniphyllum (Rhamnaceae) from Markam, Tibet and their biogeographic implications",2020,"Z. K.","Zhou","T. X.","Wang","J. Huang","",NA,"Science China Earth Sciences",NA,NA,NA,NA,NA,NA,"63","","224","234","English","10.1007/s11430-019-9477-8","auth,class"
80592,"ref","journal article","New fossil seeds of Eurya (Theaceae) from East Asia and their paleobiogeographic implications",2016,"H.","Zhu","Y. J.","Huang","T. Su, Z. K. Zhou","",NA,"Plant Diversity",NA,NA,NA,NA,NA,NA,"38","3","125","132","English","10.1016/j.pld.2016.05.001","auth,class"
80780,"ref","journal article","Systematic descriptions, in Fossil endocarps of Aralia (Araliaceae) from the upper Pliocene of Yunnan in southwest China, and their biogeographical implications",2015,"H.","Zhu","Y. J.","Huang","Z. K. Zhou","",NA,"Review of Palaeobotany and Palynology",NA,NA,NA,NA,NA,NA,"223","","94","103","English","10.1016/j.revpalbo.2015.09.010","auth,class"
80596,"ref","journal article","Systematic descriptions, in Continuous existence of Zanthoxylum (Rutaceae) in Southwest China since the Miocene",2016,"H.","Zhu","Z. K.","Zhou","","",NA,"Quaternary International",NA,NA,NA,NA,NA,NA,"392","","224","232","English","10.1016/j.quaint.2015.05.020","auth,class"
55684,"ref","journal article","Jurassic–Cretaceous palynomorphs, palynofacies, and petroleum potential of the Sharib-1X and Ghoroud-1X wells, north Western Desert, Egypt",2013,"M. K.","Zobaa","S. Y.","El-Beialy","H. A. El-Sheikh, M. K. El-Beshtawy","",NA,"Journal of African Earth Sciences",NA,NA,NA,NA,NA,NA,"78","","51","65","English","10.1016/j.jafrearsci.2012.09.010","class"
78219,"ref","journal article","Early Priabonian Mesophyllum dominated coralline algal assemblage from coastal upwelling settings (Central Carpathian Paleogene Basin, Slovakia)",2021,"J.","Hrabovsky","D.","Starek","K. Holcova, K. Zagorsek","",NA,"Palaeobiodiversity and Palaeoenvironments",NA,NA,NA,NA,NA,NA,"","","1","38","English","10.1007/s12549-021-00488-x","auth,class"
81956,"ref","journal article","Codium-like taxa from the Silurian of North America: morphology, taxonomy, paleoecology, and phylogenetic affinity",2021,"S.T.","LoDuca","A.L.","Swinehart","M.A. LeRoy, D.K. Tetreauk, S. Steckenfinger","",NA,"Journal of Paleontology",NA,NA,NA,NA,NA,NA,"95","2","207","235","English","","auth,class"
85251,"ref","journal article","The diverse radiodont fauna from the Marjum Formation of Utah, USA (Cambrian: Drumian)",2021,"S.","Pates","R.","Lerosey-Aubril","A.C. Daley, C. Kier, E. Bonino, J. Ortega-Hernandez","",NA,"PeerJ",NA,NA,NA,NA,NA,NA,"9","","1","43","English","10.7717/peerj.10509","auth,class"
